name,class,mass,fall,year,lat,long,GeoLocation
Meteorite Hills 01293,H5,17.8,Found,2001,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 01294,H6,9.7,Found,2001,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 01295,H5,30,Found,2001,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 01296,H5,10.9,Found,2001,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 01297,LL6,19.4,Found,2001,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 01298,L5,7.4,Found,2001,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 01299,L5,14,Found,2001,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 01300,L6,4.2,Found,2001,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 01301,L5,5.5,Found,2001,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 01302,LL5,4.6,Found,2001,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 01303,LL5,6.9,Found,2001,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 01304,LL6,9.2,Found,2001,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 01305,L5,39.2,Found,2001,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 01306,H5,4.8,Found,2001,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 01307,LL6,8.7,Found,2001,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 01308,L5,13.5,Found,2001,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 01309,H5,4.9,Found,2001,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 01310,L5,8.2,Found,2001,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 01311,H5,14.3,Found,2001,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 01312,L5,12,Found,2001,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 01313,H5,6.5,Found,2001,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 01314,H5,3.4,Found,2001,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 01315,L5,4.5,Found,2001,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 01316,L5,5.6,Found,2001,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 01317,H5,1.3,Found,2001,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 01318,L5,10.6,Found,2001,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 01319,L5,14.7,Found,2001,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 01320,LL5,3.3,Found,2001,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 01321,H5,15.4,Found,2001,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 01322,L3.6,8.4,Found,2001,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 01323,L5,7,Found,2001,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 01324,L5,10.9,Found,2001,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 01325,L5,29.8,Found,2001,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 01326,L5,10.9,Found,2001,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 96500,Howardite,592.9,Found,1996,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 96501,L6,4939.3,Found,1996,-79.68333,155.75,"(-79.683330, 155.750000)"
Meteorite Hills 96502,L6,915.6,Found,1996,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 96503,L3.10,404,Found,1996,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 96504,L5,618.2,Found,1996,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 96505,L6,289.8,Found,1996,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 96506,H6,363.5,Found,1996,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 96507,L5,443.1,Found,1996,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 96508,L6,629.2,Found,1996,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 96509,L6,896.9,Found,1996,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 96510,L5,277.9,Found,1996,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 96511,L6,303.4,Found,1996,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 96512,L6,2133.5,Found,1996,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 96513,L5,153.4,Found,1996,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 96514,L6,193.9,Found,1996,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 96515,L3.5,308.7,Found,1996,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 96516,H5,108.4,Found,1996,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 96517,L5,126.6,Found,1996,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 96518,L6,116.8,Found,1996,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 96519,L6,121.9,Found,1996,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 96520,H6,172.8,Found,1996,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 96521,H6,131.9,Found,1996,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 96522,L5,141.2,Found,1996,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 96523,L6,100,Found,1996,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 96524,L6,81.5,Found,1996,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 96525,H4,110.3,Found,1996,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 96526,L5,63.5,Found,1996,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 96527,H5,15.2,Found,1996,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 96528,H6,14.1,Found,1996,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 96529,LL5,111.6,Found,1996,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 96530,LL6,36.6,Found,1996,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 96531,H5,46.8,Found,1996,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 96532,L5,55.5,Found,1996,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 96533,L5,3.2,Found,1996,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 96534,H5,51.5,Found,1996,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 96535,H6,45,Found,1996,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 96536,L6,45.8,Found,1996,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills 96537,L6,31.5,Found,1996,-79.68333,159.75,"(-79.683330, 159.750000)"
Meteorite Hills A78001,H4,624.4,Found,1978,-79.68333,155.75,"(-79.683330, 155.750000)"
Meteorite Hills A78002,L6,542.2,Found,1978,-79.68333,155.75,"(-79.683330, 155.750000)"
Meteorite Hills A78003,L6,1726,Found,1978,-79.68333,155.75,"(-79.683330, 155.750000)"
Meteorite Hills A78004,L6,30.3,Found,1978,-79.68333,155.75,"(-79.683330, 155.750000)"
Meteorite Hills A78005,L6,172,Found,1978,-79.68333,155.75,"(-79.683330, 155.750000)"
Meteorite Hills A78006,H6,409.6,Found,1978,-79.68333,155.75,"(-79.683330, 155.750000)"
Meteorite Hills A78007,H6,174.8,Found,1978,-79.68333,155.75,"(-79.683330, 155.750000)"
Meteorite Hills A78008,Ureilite,125.5,Found,1978,-79.68333,155.75,"(-79.683330, 155.750000)"
Meteorite Hills A78009,H5,28.8,Found,1978,-79.68333,155.75,"(-79.683330, 155.750000)"
Meteorite Hills A78010,H5,233.5,Found,1978,-79.68333,155.75,"(-79.683330, 155.750000)"
Meteorite Hills A78011,H5,115.7,Found,1978,-79.68333,155.75,"(-79.683330, 155.750000)"
Meteorite Hills A78012,H5,86.3,Found,1978,-79.68333,155.75,"(-79.683330, 155.750000)"
Meteorite Hills A78013,H6,131.9,Found,1978,-79.68333,155.75,"(-79.683330, 155.750000)"
Meteorite Hills A78014,H6,100.5,Found,1978,-79.68333,155.75,"(-79.683330, 155.750000)"
Meteorite Hills A78015,L5,36.8,Found,1978,-79.68333,155.75,"(-79.683330, 155.750000)"
Meteorite Hills A78016,H6,114.1,Found,1978,-79.68333,155.75,"(-79.683330, 155.750000)"
Meteorite Hills A78017,H6,46.9,Found,1978,-79.68333,155.75,"(-79.683330, 155.750000)"
Meteorite Hills A78018,H5,81.9,Found,1978,-79.68333,155.75,"(-79.683330, 155.750000)"
Meteorite Hills A78019,H6,91.1,Found,1978,-79.68333,155.75,"(-79.683330, 155.750000)"
Meteorite Hills A78020,H6,63.7,Found,1978,-79.68333,155.75,"(-79.683330, 155.750000)"
Meteorite Hills A78021,L6,22.6,Found,1978,-79.68333,155.75,"(-79.683330, 155.750000)"
Meteorite Hills A78022,H6,48.5,Found,1978,-79.68333,155.75,"(-79.683330, 155.750000)"
Meteorite Hills A78023,H6,55.6,Found,1978,-79.68333,155.75,"(-79.683330, 155.750000)"
Meteorite Hills A78024,H6,22.2,Found,1978,-79.68333,155.75,"(-79.683330, 155.750000)"
Meteorite Hills A78025,H6,58.2,Found,1978,-79.68333,155.75,"(-79.683330, 155.750000)"
Meteorite Hills A78026,H6,75.2,Found,1978,-79.68333,155.75,"(-79.683330, 155.750000)"
Meteorite Hills A78027,H6,52.5,Found,1978,-79.68333,155.75,"(-79.683330, 155.750000)"
Meteorite Hills A78028,L6,20657,Found,1978,-79.68333,155.75,"(-79.683330, 155.750000)"
Metsäkylä,H4,1200,Found,1938,60.65,27.06667,"(60.650000, 27.066670)"
Meuselbach,L6,870,Fell,1897,50.58333,11.1,"(50.583330, 11.100000)"
Mezö-Madaras,L3.7,22700,Fell,1852,46.5,25.73333,"(46.500000, 25.733330)"
Mezel,L6,1300,Fell,1949,45.76667,3.25,"(45.766670, 3.250000)"
Mhow,L6,350,Fell,1827,25.9,83.61667,"(25.900000, 83.616670)"
Miami,H5,57700,Found,1930,35.66667,-100.6,"(35.666670, -100.600000)"
Mianchi,H5,1100,Fell,1980,34.8,111.7,"(34.800000, 111.700000)"
Middlesbrough,L6,1600,Fell,1881,54.56667,-1.16667,"(54.566670, -1.166670)"
Midland,Iron,34,Found,1960,44.75,-79.88333,"(44.750000, -79.883330)"
Mifflin,L5,3584,Fell,2010,42.9075,-90.36556,"(42.907500, -90.365560)"
Mighei,CM2,8000,Fell,1889,48.06667,30.96667,"(48.066670, 30.966670)"
Mihonoseki,L6,6380,Fell,1992,35.56833,133.22,"(35.568330, 133.220000)"
Mike,L6,224.2,Fell,1944,46.23333,17.53333,"(46.233330, 17.533330)"
Milena,L6,10000,Fell,1842,46.18333,16.1,"(46.183330, 16.100000)"
Miles,"Iron, IIE",265000,Found,1992,-27.83333,150.33333,"(-27.833330, 150.333330)"
Millarville,"Iron, IVA",15636,Found,1977,50.79722,-114.30944,"(50.797220, -114.309440)"
Millbillillie,Eucrite-mmict,330000,Fell,1960,-26.45,120.36667,"(-26.450000, 120.366670)"
Millen,H4,40800,Found,1975,32.83528,-81.87389,"(32.835280, -81.873890)"
Miller (Arkansas),H5,16700,Fell,1930,35.4,-92.05,"(35.400000, -92.050000)"
Miller (Kansas),H4,970,Found,1950,38.625,-96.02278,"(38.625000, -96.022780)"
Miller Butte 01001,L5,6260,Found,2001,-72.68417,161.31583,"(-72.684170, 161.315830)"
Miller Butte 03001,H6,41.3,Found,2003,-72.70225,160.33747,"(-72.702250, 160.337470)"
Miller Butte 03002,"Iron, IID",82.7,Found,2003,-72.69358,160.26831,"(-72.693580, 160.268310)"
Miller Butte 03003,H3,11.7,Found,2003,-72.67,160.24272,"(-72.670000, 160.242720)"
Miller Butte 09001,H5,0.1,Found,2009,-71.90355,160.48982,"(-71.903550, 160.489820)"
Miller Range 03346,Martian (nakhlite),715.2,Found,2003,-83.25,157,"(-83.250000, 157.000000)"
Miller Range 03356,"Iron, IVA",443.5,Found,2003,-83.25,157,"(-83.250000, 157.000000)"
Miller Range 03369,"Iron, IAB complex",119.96,Found,2003,-83.25,157,"(-83.250000, 157.000000)"
Miller Range 07011,L5,7120,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07012,LL6,2604.4,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07013,L5,1491.3,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07014,H6,710.4,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07015,H5,472.4,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07017,H5,3094.4,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07018,LL6,1665.7,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07019,L5,1669.2,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07020,L5,930,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07021,H5,746.7,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07022,L6,1126.9,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07023,L5,2085,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07024,L6,747.4,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07025,H5,1072.7,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07026,L5,879.3,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07027,L5,1041.1,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07028,EH3,1158.9,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07029,H6,991.1,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07030,H5,592.8,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07031,H6,930,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07032,L6,194.7,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07033,L6,349.4,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07034,L6,240,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07035,H6,270.1,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07036,H5,234.1,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07037,L6,362.4,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07038,L6,431.9,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07039,L5,258.9,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07040,H5,413,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07041,L6,257.3,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07042,H5,184.8,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07043,H5,288,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07044,H5,460.7,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07045,L5,308.7,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07046,H5,441.8,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07047,L6,733.2,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07048,L6,222.2,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07049,H5,577.4,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07050,H4,176.9,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07051,H5,93.1,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07052,L5,164.4,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07053,L5,76.5,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07054,L5,62.9,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07055,H6,51.1,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07056,L6,68.1,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07057,H5,114.9,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07058,H5,53,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07059,L6,81.9,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07060,H5,0.4,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07061,H6,0.8,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07062,H6,1.6,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07063,L6,6.7,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07064,H6,0.3,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07065,LL6,1.1,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07066,L6,0.4,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07067,L5,0.8,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07068,L6,1.9,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07069,H6,0.7,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07070,H6,18.8,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07071,H5,9.4,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07072,L6,0.3,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07073,H5,0.3,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07074,H5,4.5,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07075,H5,1.4,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07076,H5,13.1,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07077,H5,10.4,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07078,H5,0.6,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07079,H5,57.7,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07080,H5,20.9,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07081,H5,3.4,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07082,H5,12.6,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07084,H5,4.2,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07085,H5,0.8,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07086,H5,14.5,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07087,H5,13,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07088,L5,7.5,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07089,H5,32.9,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07090,H6,3.2,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07091,H5,7.8,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07092,H6,0.5,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07093,LL5,1.1,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07094,H6,25.2,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07095,H6,47.6,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07096,H6,9.1,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07097,H5,7.1,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07098,L5,54.8,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07099,CO3,13.1,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07100,H6,254.9,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07101,H6,285.2,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07102,H6,350.8,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07103,H6,138.4,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07104,H6,109.7,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07105,H5,139.9,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07106,H5,118.2,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07107,H5,112.8,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07109,H5,133.8,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07110,H6,256.4,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07111,L6,269.2,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07112,L5,332.6,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07113,H6,264.5,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07115,H5,106.6,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07116,H6,72.1,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07117,H6,104.6,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07118,L4,146.6,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07120,L4,179.1,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07121,H5,358.3,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07122,H6,221.1,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07123,L6,303.4,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07124,L5,378.6,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07125,L5,213.3,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07126,H5,210.4,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07127,H5,180.3,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07128,H6,156.4,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07129,H6,371.4,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07130,H5,33.7,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07131,H6,56,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07132,H6,71,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07133,H6,95.4,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07134,H5,102.1,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07135,H6,132.7,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07136,H5,62,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07137,L5,110.4,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07138,H5,91.3,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07139,EH3,120.3,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07140,L5,50.4,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07141,H6,91.6,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07142,H6,91.8,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07143,H6,81.9,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07144,H5,73.3,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07145,L6,153.2,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07146,L4,53.2,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07148,H5,35.1,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07149,H5,49.1,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07150,H5,86.2,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07151,H6,45.7,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07152,L6,98.2,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07153,L6,122.2,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07154,L5,91.4,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07155,H6,91.6,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07156,H6,57.1,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07157,H6,62.7,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07158,H6,50.6,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07159,L6,120.2,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07160,H6,54,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07161,H6,22,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07162,H6,43,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07163,H6,63,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07164,L6,85.5,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07165,H5,54.1,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07166,L6,104.2,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07167,H5,129.2,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07168,H5,87.5,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07169,H5,56.2,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07170,L6,58.8,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07171,L6,56.9,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07172,L5,138.1,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07173,H6,30.9,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07174,H6,65.4,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07175,H5,31.5,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07176,L5,75.5,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07177,L5,83.5,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07178,H5,44.8,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07179,L6,32.7,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07180,L5,113.9,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07181,L6,136.3,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07182,CO3,112,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07183,H6,110.7,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07184,L5,134.1,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07185,L6,115.4,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07186,L6,40.3,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07187,H5,106.6,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07188,H5,105,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07189,L6,54.7,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07190,L6,65.5,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07191,H6,49,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07192,L5,78,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07193,CO3,67.7,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07194,H6,73.1,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07195,H6,64.9,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07196,L6,59.5,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07197,L6,85.5,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07198,L6,75.2,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07199,L6,130.4,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07200,L6,88.6,Found,2007,0,0,"(0.000000, 0.000000)"
Miller Range 07201,L5,59.8,Found,2007,0,0,"(0.000000, 0.000000)"
