name,class,mass,fall,year,lat,long,GeoLocation
Asuka 880926,H4,82.47,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880930,H3.7,52.21,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880931,H5,18.44,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880932,H4,12.11,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880933,LL7,35.05,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880934,L5,44.83,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880935,L6,27.78,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880936,Diogenite,39.46,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880938,L3.5,388.82,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880939,H4,23.91,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880941,H3.3,37.82,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880943,H6,21,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880944,H5,30.77,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880945,H4,21.83,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880946,H4,15.88,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880947,H4,25.3,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880948,H4,73.56,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880949,H4,15.64,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880951,H3.8,52.86,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880953,H4,32.36,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880954,LL6,23.31,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880956,H3.7-6,97.8,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880959,H4,16.72,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880960,LL4-6,21.86,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880961,H4,71.89,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880962,H4,39.47,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880966,H3.7,35.1,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880967,H5,15.22,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880968,H4,65.09,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880969,H6,16.62,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880970,H4,16.69,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880971,L5,21.44,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880972,L6,10.83,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880973,H3.6,19.84,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880974,H5,14.73,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880975,L6,387.33,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880977,H,247.02,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880978,H5,34.38,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880979,L6,48.82,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880980,H,678.49,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880981,H4,31.62,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880982,H4,25.71,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880983,H,77.92,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880984,H4,47.49,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880985,H4,26.99,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880986,H4,70.98,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880987,H5,100.52,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880988,H4,30.68,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880989,H4,24.13,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880990,H5,59.03,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880992,H4,68.31,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880993,H4,52.12,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880994,H4,63.52,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880995,LL,176.84,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880996,L6,227.81,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880997,L6,201.02,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880998,H4,72.04,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 880999,H4,1591.18,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881000,L6,848.86,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881001,LL6,54.24,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881002,L6,226.98,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881003,L6,109.46,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881004,H4,30.25,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881005,H4,71.54,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881006,H4,461.09,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881007,H4,117.49,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881008,H4,64.69,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881009,H4,112.67,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881011,H4,242.58,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881012,H6,95.17,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881013,L6,166.8,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881014,L5,172.76,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881015,LL,627.72,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881016,L6,54.41,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881017,L5,825.36,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881018,H4,331.09,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881019,L6,40.21,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881020,CH3,52.12,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881021,LL,224.72,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881022,H4,55.68,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881023,H5,201.32,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881024,E6,13.81,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881025,H5,70.55,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881026,H3.0,112.9,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881027,H6,19.91,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881028,H5,68.81,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881030,L6,11.95,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881031,H5,49.25,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881032,L6,14.62,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881033,LL3,155.59,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881034,H4,45.66,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881035,H4,22.03,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881036,L5,732.82,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881037,H5,437.54,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881038,L6,89,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881039,H4,138.75,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881040,H4,45.35,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881041,H4,57.73,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881042,H4,227.94,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881043,H,390.47,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881044,L5,379.08,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881045,L6,99.6,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881046,H4,91.38,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881047,H4,38.7,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881049,H4,21.79,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881051,H4,54.8,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881052,L6,130.07,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881053,H4,45.06,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881054,H6,65.84,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881055,H4,74.57,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881057,H5,182.01,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881058,H4,393.47,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881059,H4,962.5,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881061,H4,1244.18,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881062,H4,91.49,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881063,H6,78.86,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881064,L6,53.29,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881065,H5,41.74,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881066,H,144.68,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881067,L6,627.34,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881068,H4,23.84,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881069,H3.7,32.75,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881070,Eucrite-br,57.96,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881071,H4,52.07,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881072,H,87.38,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881073,H5,3437,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881074,L5,111.53,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881075,H,1015.56,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881076,H4,107.71,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881077,LL3.6,136.44,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881078,H4,58.95,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881079,L3.8,44.34,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881080,H3.7,229.36,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881081,H4,53.49,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881082,H4,24.21,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881083,H3.1,176.27,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881084,H5,76.44,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881085,H4,82.45,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881086,H4,23.99,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881087,H4,269.1,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881088,L3.2,97.07,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881089,L6,9.9,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881090,L3.1,142.79,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881091,L6,1049.54,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881092,L3,4188,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881093,H3.7,26.32,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881095,L5,64.82,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881096,L3.1,285.52,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881097,H4,97.64,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881098,L6,54.21,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881099,CO3,98.35,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881100,L6,52.01,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881101,LL4,204.18,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881103,H5,181.88,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881104,H5,82.59,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881105,LL3.9,89.59,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881106,H5,22.58,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881107,H5,83.47,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881108,H5,58.72,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881109,H5,47.25,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881110,H5,43.5,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881112,H4,60.63,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881113,H5,23.72,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881114,Diogenite,37.9,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881115,H6,53.08,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881116,L5,62.18,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881117,H4,37.5,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881118,H4,32.16,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881120,H5,326.76,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881121,H5,49.52,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881122,H4,25.56,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881123,H,30.23,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881124,L3.5,1136.8,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881125,L3.1,403.02,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881126,L6,140.14,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881127,L6,161.93,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881128,L6,75.04,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881129,H4,58.55,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881130,H4,44.69,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881131,H5,374.2,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881132,H4,89.94,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881133,H,129.14,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881135,H4,123.9,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881136,H4,19.04,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881137,H6,43.59,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881139,L6,403.91,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881140,L3,229.85,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881141,H6,25.02,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881142,L5,373.53,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881143,H4,181.78,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881144,H4,306.21,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881145,L6,340.31,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881146,LL3.9,1989.35,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881147,H5,32.05,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881148,H5,72.26,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881150,L5,225.27,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881151,H6,204.42,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881153,H6,86.7,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881154,Mesosiderite,688.13,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881155,H6,74.1,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881156,H6,63.46,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881157,H4,387.61,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881158,H4,45.18,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881159,H5,23.63,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881160,H4,107.16,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881161,H3,19.52,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881162,LL3,69.4,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881163,L6,111.77,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881165,H4,59.98,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881166,L3,340.69,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881167,L3,243.55,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881169,H4,24.92,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881170,Howardite,26.41,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881171,LL4,68.16,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881172,H4,88.93,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881173,H3,20.51,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881174,H3,64.69,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881175,LL4,64.84,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881176,H4,32.43,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881177,H6,252.05,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881178,H,84.87,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881180,H5,73.33,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881181,L3,198.3,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881182,H4,16.21,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881183,L3,114.03,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881185,L3,362.2,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881186,H3,29.23,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881187,H4,49.3,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881189,L6,63.97,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881190,L3,193.35,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881191,H5,92.81,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881192,H5,83.34,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881193,L3,15.05,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881196,L3,29.01,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881198,H6,11.66,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881199,LL3.4,604.31,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881200,H4,127.17,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881201,H4,15.25,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881202,H4,46.94,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881203,H6,15.78,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881204,L6,587.06,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881205,H6,31.09,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881206,H4,793.12,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881207,H5,20.08,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881208,H6,344.69,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881209,H5,152.34,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881210,Diogenite,40.16,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881212,H3.6,97.5,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881213,H6,146.28,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881214,H4,111.24,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881215,L6,233.84,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881216,H3.7,119.32,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881217,H4,311,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881218,H4,28,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881219,H4,83.29,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881220,Ureilite,48.97,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881221,Eucrite,23.53,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881222,H5,121.55,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881223,H5,379.74,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881224,H4,34.12,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881225,L4,452.33,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881226,H6,88.49,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881227,H5,91.54,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881228,H6,67.98,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881229,L4,1321.22,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881230,H6,526.24,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881231,H4,44.82,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881232,L6,24.66,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881233,L6,233.16,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881235,H4,47.24,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881236,H3.1,198.93,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881237,H6,102.79,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881238,H5,22.02,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881239,Diogenite,42.35,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881240,H3.7,49.11,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881241,L4,403.41,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881242,H3.7,15.16,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881243,H5,124.18,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881244,L3.0,164.11,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881245,H5,217.62,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881246,H4,57.07,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881247,EL6,22.5,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881248,H4,70.21,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881249,H3.7,582.25,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881250,H4,128.03,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881251,H4,19.21,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881253,H4,71.05,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881254,H4,23.91,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881255,H5,21.69,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881256,CO3,46.77,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881257,LL6,74.74,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881258,H3.0,274.09,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881259,H4,79.16,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881260,H4,49.68,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881261,H5,62.94,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881262,H4,88.13,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881263,H3.7,133.48,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881264,LL4,17.93,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881265,L6,712.03,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881266,L6,156.38,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881267,H4,60.49,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881268,H5,105.3,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881269,H4,84.13,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881270,H4,97.35,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881271,H6,53.97,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881273,L6,87.27,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881274,H4,107.41,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881275,H4,140.11,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881276,H5,31.84,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881277,CK5,129.57,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881279,CO3,38.3,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881280,CM2,48.47,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881281,L6,27.2,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881282,L6,215.96,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881283,H3.0,161.56,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881285,H6,96.91,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881286,H4,39.06,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881287,LL3.9,48.92,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881288,H4,60.98,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881289,LL6,131.53,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881291,H5,20.68,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881292,LL6,67.53,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881293,H4,92.91,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881294,L3.7,30.72,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881295,H4,11.19,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881296,H4,15.08,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881297,H5,22.8,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881298,H3.7,123.21,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881299,H4,30.85,Found,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881300,H5,46.29,Found,1988,-72,26,"(-72.000000, 26.000000)"
